Date,casual,registered
04/13/2011 12:00:00,4,42
04/13/2011 13:00:00,4,57
04/13/2011 14:00:00,12,83
04/13/2011 15:00:00,6,55
04/13/2011 16:00:00,24,82
04/13/2011 17:00:00,12,69
04/13/2011 18:00:00,23,119
04/13/2011 19:00:00,25,284
04/13/2011 20:00:00,28,293
04/13/2011 21:00:00,15,160
04/13/2011 22:00:00,7,119
04/13/2011 23:00:00,17,100
04/13/2011 00:00:00,10,89
04/13/2011 01:00:00,5,57
04/14/2011 02:00:00,3,18
04/14/2011 03:00:00,1,9
04/14/2011 04:00:00,0,3
04/14/2011 05:00:00,0,2
04/14/2011 06:00:00,1,8
04/14/2011 07:00:00,2,12
04/14/2011 08:00:00,4,66
04/14/2011 09:00:00,11,182
04/14/2011 10:00:00,21,316
04/14/2011 11:00:00,18,152
04/14/2011 12:00:00,21,68
04/14/2011 13:00:00,28,87
04/14/2011 14:00:00,35,110
04/14/2011 15:00:00,38,121
04/14/2011 16:00:00,36,101
04/14/2011 17:00:00,57,85
04/14/2011 18:00:00,49,153
04/14/2011 19:00:00,50,338
04/14/2011 20:00:00,47,290
04/14/2011 21:00:00,37,222
04/14/2011 22:00:00,22,147
04/14/2011 23:00:00,19,126
04/14/2011 00:00:00,22,82
04/14/2011 01:00:00,7,40
04/15/2011 02:00:00,6,21
04/15/2011 03:00:00,6,9
04/15/2011 04:00:00,8,10
04/15/2011 05:00:00,0,3
04/15/2011 06:00:00,0,3
04/15/2011 07:00:00,2,11
04/15/2011 08:00:00,5,42
04/15/2011 09:00:00,10,139
04/15/2011 10:00:00,21,279
04/15/2011 11:00:00,16,162
04/15/2011 12:00:00,31,91
04/15/2011 13:00:00,41,95
04/15/2011 14:00:00,45,155
04/15/2011 15:00:00,47,133
04/15/2011 16:00:00,57,106
04/15/2011 17:00:00,50,112
04/15/2011 18:00:00,70,173
04/15/2011 19:00:00,64,267
04/15/2011 20:00:00,47,216
04/15/2011 21:00:00,41,168
04/15/2011 22:00:00,26,92
04/15/2011 23:00:00,25,77
04/15/2011 00:00:00,16,64
04/15/2011 01:00:00,8,56
04/16/2011 02:00:00,7,36
04/16/2011 03:00:00,5,28
04/16/2011 04:00:00,5,19
04/16/2011 05:00:00,5,9
04/16/2011 06:00:00,1,4
04/16/2011 07:00:00,1,3
04/16/2011 08:00:00,1,9
04/16/2011 09:00:00,3,18
04/16/2011 10:00:00,7,38
04/16/2011 11:00:00,2,27
04/16/2011 12:00:00,1,21
04/16/2011 13:00:00,4,27
04/16/2011 14:00:00,6,26
04/16/2011 15:00:00,9,49
04/16/2011 16:00:00,14,49
04/16/2011 17:00:00,16,62
04/16/2011 18:00:00,6,27
04/16/2011 19:00:00,1,14
04/16/2011 20:00:00,6,32
04/16/2011 21:00:00,9,62
04/16/2011 22:00:00,4,49
04/16/2011 23:00:00,1,13
04/16/2011 00:00:00,2,22
04/16/2011 01:00:00,5,30
04/17/2011 02:00:00,4,29
04/17/2011 03:00:00,6,25
04/17/2011 04:00:00,4,25
04/17/2011 05:00:00,12,13
04/17/2011 06:00:00,2,5
04/17/2011 07:00:00,2,1
04/17/2011 08:00:00,3,5
04/17/2011 09:00:00,2,14
04/17/2011 10:00:00,7,36
04/17/2011 11:00:00,31,71
04/17/2011 12:00:00,91,120
04/17/2011 13:00:00,119,185
04/17/2011 14:00:00,167,187
04/17/2011 15:00:00,181,162
04/17/2011 16:00:00,170,191
04/17/2011 17:00:00,179,209
04/17/2011 18:00:00,161,182
04/17/2011 19:00:00,143,163
04/17/2011 20:00:00,102,175
04/17/2011 21:00:00,75,135
04/17/2011 22:00:00,44,97
04/17/2011 23:00:00,13,70
04/17/2011 00:00:00,21,49
04/17/2011 01:00:00,19,37
04/18/2011 02:00:00,15,24
04/18/2011 03:00:00,11,8
04/18/2011 04:00:00,14,2
04/18/2011 05:00:00,6,1
04/18/2011 06:00:00,2,4
04/18/2011 07:00:00,0,16
04/18/2011 08:00:00,3,51
04/18/2011 09:00:00,12,156
04/18/2011 10:00:00,20,277
04/18/2011 11:00:00,37,132
04/18/2011 12:00:00,41,68
04/18/2011 13:00:00,36,87
04/18/2011 14:00:00,60,124
04/18/2011 15:00:00,41,128
04/18/2011 16:00:00,49,95
04/18/2011 17:00:00,64,112
04/18/2011 18:00:00,40,165
04/18/2011 19:00:00,66,362
04/18/2011 20:00:00,41,321
04/18/2011 21:00:00,42,244
04/18/2011 22:00:00,29,136
04/18/2011 23:00:00,20,131
04/18/2011 00:00:00,9,81
04/18/2011 01:00:00,11,35
04/19/2011 02:00:00,2,23
04/19/2011 03:00:00,5,2
04/19/2011 04:00:00,8,5
04/19/2011 05:00:00,0,3
04/19/2011 06:00:00,1,4
04/19/2011 07:00:00,1,17
04/19/2011 08:00:00,2,63
04/19/2011 09:00:00,22,166
04/19/2011 10:00:00,20,331
04/19/2011 11:00:00,23,139
04/19/2011 12:00:00,15,60
04/19/2011 13:00:00,19,53
04/19/2011 14:00:00,19,84
04/19/2011 15:00:00,26,103
04/19/2011 16:00:00,19,88
04/19/2011 17:00:00,44,83
04/19/2011 18:00:00,30,162
04/19/2011 19:00:00,39,372
04/19/2011 20:00:00,44,377
04/19/2011 21:00:00,28,248
04/19/2011 22:00:00,20,148
04/19/2011 23:00:00,8,114
04/19/2011 00:00:00,3,109
04/19/2011 01:00:00,11,41
04/20/2011 02:00:00,4,29
04/20/2011 03:00:00,2,5
04/20/2011 04:00:00,0,2
04/20/2011 05:00:00,0,2
04/20/2011 06:00:00,5,4
04/20/2011 07:00:00,1,14
04/20/2011 08:00:00,2,62
04/20/2011 09:00:00,26,211
04/20/2011 10:00:00,22,374
04/20/2011 11:00:00,27,170
04/20/2011 12:00:00,45,86
04/20/2011 13:00:00,31,87
04/20/2011 14:00:00,28,117
04/20/2011 15:00:00,42,135
04/20/2011 16:00:00,33,115
04/20/2011 17:00:00,32,113
04/20/2011 18:00:00,54,201
04/20/2011 19:00:00,34,398
04/20/2011 20:00:00,56,385
04/20/2011 21:00:00,74,309
04/20/2011 22:00:00,31,194
04/20/2011 23:00:00,38,134
04/20/2011 00:00:00,12,105
04/20/2011 01:00:00,14,79
04/21/2011 02:00:00,11,33
04/21/2011 03:00:00,6,20
04/21/2011 04:00:00,3,10
04/21/2011 05:00:00,4,3
04/21/2011 06:00:00,2,4
04/21/2011 07:00:00,0,14
04/21/2011 08:00:00,2,73
04/21/2011 09:00:00,15,183
04/21/2011 10:00:00,19,346
04/21/2011 11:00:00,18,178
04/21/2011 12:00:00,25,73
04/21/2011 13:00:00,34,99
04/21/2011 14:00:00,49,150
04/21/2011 15:00:00,55,122
04/21/2011 16:00:00,68,160
04/21/2011 17:00:00,69,166
04/21/2011 18:00:00,66,228
04/21/2011 19:00:00,79,402
04/21/2011 20:00:00,71,381
04/21/2011 21:00:00,52,272
04/21/2011 22:00:00,28,176
04/21/2011 23:00:00,25,159
04/21/2011 00:00:00,31,106
04/21/2011 01:00:00,13,86
04/22/2011 02:00:00,3,30
04/22/2011 03:00:00,2,22
04/22/2011 04:00:00,2,7
04/22/2011 05:00:00,0,2
04/22/2011 06:00:00,1,2
04/22/2011 07:00:00,0,16
04/22/2011 08:00:00,2,47
04/22/2011 09:00:00,5,175
04/22/2011 10:00:00,15,331
04/22/2011 11:00:00,17,178
04/22/2011 12:00:00,32,104
04/22/2011 13:00:00,23,83
04/22/2011 14:00:00,19,61
04/22/2011 15:00:00,3,37
04/22/2011 16:00:00,3,33
04/22/2011 17:00:00,13,62
04/22/2011 18:00:00,4,58
04/22/2011 19:00:00,6,63
04/22/2011 20:00:00,4,47
04/22/2011 21:00:00,7,48
04/22/2011 22:00:00,8,39
04/22/2011 23:00:00,5,23
04/22/2011 00:00:00,3,21
04/22/2011 01:00:00,0,17
04/23/2011 02:00:00,0,18
04/23/2011 03:00:00,5,11
04/23/2011 04:00:00,3,14
04/23/2011 05:00:00,0,4
04/23/2011 06:00:00,2,3
04/23/2011 07:00:00,1,6
04/23/2011 08:00:00,0,11
04/23/2011 09:00:00,2,17
04/23/2011 10:00:00,15,32
04/23/2011 11:00:00,13,55
04/23/2011 12:00:00,36,93
04/23/2011 13:00:00,68,164
04/23/2011 14:00:00,94,197
04/23/2011 15:00:00,126,186
04/23/2011 16:00:00,182,209
04/23/2011 17:00:00,171,226
04/23/2011 18:00:00,180,246
04/23/2011 19:00:00,168,215
04/23/2011 20:00:00,149,227
04/23/2011 21:00:00,84,199
04/23/2011 22:00:00,45,138
04/23/2011 23:00:00,32,103
04/23/2011 00:00:00,55,114
04/23/2011 01:00:00,31,86
04/24/2011 02:00:00,30,66
04/24/2011 03:00:00,14,40
04/24/2011 04:00:00,27,45
04/24/2011 05:00:00,4,20
04/24/2011 06:00:00,0,5
04/24/2011 07:00:00,5,7
04/24/2011 08:00:00,10,3
04/24/2011 09:00:00,16,11
04/24/2011 10:00:00,38,42
04/24/2011 11:00:00,73,104
04/24/2011 12:00:00,118,171
04/24/2011 13:00:00,124,193
04/24/2011 14:00:00,168,220
04/24/2011 15:00:00,205,236
04/24/2011 16:00:00,197,223
04/24/2011 17:00:00,167,202
04/24/2011 18:00:00,162,197
04/24/2011 19:00:00,142,189
04/24/2011 20:00:00,96,174
04/24/2011 21:00:00,62,132
04/24/2011 22:00:00,34,71
04/24/2011 23:00:00,8,53
04/24/2011 00:00:00,5,40
04/24/2011 01:00:00,5,37
04/25/2011 02:00:00,2,10
04/25/2011 03:00:00,2,8
04/25/2011 04:00:00,1,9
04/25/2011 05:00:00,2,8
04/25/2011 06:00:00,1,4
04/25/2011 07:00:00,3,14
04/25/2011 08:00:00,7,59
04/25/2011 09:00:00,13,183
04/25/2011 10:00:00,27,326
04/25/2011 11:00:00,27,147
04/25/2011 12:00:00,61,64
04/25/2011 13:00:00,53,94
04/25/2011 14:00:00,48,140
04/25/2011 15:00:00,57,146
04/25/2011 16:00:00,47,99
04/25/2011 17:00:00,50,125
04/25/2011 18:00:00,41,198
04/25/2011 19:00:00,80,441
04/25/2011 20:00:00,74,425
04/25/2011 21:00:00,62,320
04/25/2011 22:00:00,42,195
04/25/2011 23:00:00,41,149
04/25/2011 00:00:00,23,83
04/25/2011 01:00:00,9,53
04/26/2011 02:00:00,10,17
04/26/2011 03:00:00,16,5
04/26/2011 04:00:00,17,9
04/26/2011 05:00:00,17,4
04/26/2011 06:00:00,2,4
04/26/2011 07:00:00,0,16
04/26/2011 08:00:00,0,80
04/26/2011 09:00:00,16,254
04/26/2011 10:00:00,32,417
04/26/2011 11:00:00,35,164
04/26/2011 12:00:00,22,98
04/26/2011 13:00:00,40,132
04/26/2011 14:00:00,40,146
04/26/2011 15:00:00,37,139
04/26/2011 16:00:00,40,115
04/26/2011 17:00:00,34,119
04/26/2011 18:00:00,40,251
04/26/2011 19:00:00,66,455
04/26/2011 20:00:00,65,463
04/26/2011 21:00:00,42,286
04/26/2011 22:00:00,35,199
04/26/2011 23:00:00,33,162
04/26/2011 00:00:00,32,116
04/26/2011 01:00:00,7,71
04/27/2011 02:00:00,3,24
04/27/2011 03:00:00,2,15
04/27/2011 04:00:00,0,5
04/27/2011 05:00:00,3,4
04/27/2011 06:00:00,0,6
04/27/2011 07:00:00,1,16
04/27/2011 08:00:00,5,79
04/27/2011 09:00:00,17,229
04/27/2011 10:00:00,31,413
04/27/2011 11:00:00,20,161
04/27/2011 12:00:00,26,66
04/27/2011 13:00:00,53,103
04/27/2011 14:00:00,38,135
04/27/2011 15:00:00,31,119
04/27/2011 16:00:00,29,119
04/27/2011 17:00:00,18,120
04/27/2011 18:00:00,29,189
04/27/2011 19:00:00,63,458
04/27/2011 20:00:00,46,366
04/27/2011 21:00:00,40,220
04/27/2011 22:00:00,30,188
04/27/2011 23:00:00,19,126
04/27/2011 00:00:00,18,111
04/27/2011 01:00:00,25,53
04/28/2011 02:00:00,13,41
04/28/2011 03:00:00,8,12
04/28/2011 04:00:00,14,7
04/28/2011 05:00:00,2,1
04/28/2011 06:00:00,4,5
04/28/2011 07:00:00,0,13
04/28/2011 08:00:00,7,79
04/28/2011 09:00:00,14,201
04/28/2011 10:00:00,31,367
04/28/2011 11:00:00,18,165
04/28/2011 12:00:00,9,45
04/28/2011 13:00:00,10,74
04/28/2011 14:00:00,23,84
04/28/2011 15:00:00,18,103
04/28/2011 16:00:00,21,121
04/28/2011 17:00:00,46,117
04/28/2011 18:00:00,42,228
04/28/2011 19:00:00,49,406
04/28/2011 20:00:00,44,486
04/28/2011 21:00:00,57,347
04/28/2011 22:00:00,49,220
04/28/2011 23:00:00,27,167
04/28/2011 00:00:00,34,119
04/28/2011 01:00:00,29,81
04/29/2011 02:00:00,11,37
04/29/2011 03:00:00,10,21
04/29/2011 04:00:00,2,8
04/29/2011 05:00:00,1,4
04/29/2011 06:00:00,0,6
04/29/2011 07:00:00,0,25
04/29/2011 08:00:00,4,67
04/29/2011 09:00:00,18,222
04/29/2011 10:00:00,35,386
04/29/2011 11:00:00,45,185
04/29/2011 12:00:00,57,99
04/29/2011 13:00:00,49,108
04/29/2011 14:00:00,63,160
04/29/2011 15:00:00,74,234
04/29/2011 16:00:00,58,190
04/29/2011 17:00:00,77,175
04/29/2011 18:00:00,59,240
04/29/2011 19:00:00,75,433
04/29/2011 20:00:00,55,384
04/29/2011 21:00:00,40,230
04/29/2011 22:00:00,34,160
04/29/2011 23:00:00,50,145
04/29/2011 00:00:00,36,110
04/29/2011 01:00:00,25,88
04/30/2011 02:00:00,33,73
04/30/2011 03:00:00,15,59
04/30/2011 04:00:00,12,53
04/30/2011 05:00:00,4,13
04/30/2011 06:00:00,2,5
04/30/2011 07:00:00,3,4
04/30/2011 08:00:00,10,11
04/30/2011 09:00:00,21,27
04/30/2011 10:00:00,21,70
04/30/2011 11:00:00,35,121
04/30/2011 12:00:00,94,185
04/30/2011 13:00:00,120,201
04/30/2011 14:00:00,178,238
04/30/2011 15:00:00,185,270
04/30/2011 16:00:00,184,268
04/30/2011 17:00:00,217,282
04/30/2011 18:00:00,191,273
04/30/2011 19:00:00,162,245
04/30/2011 20:00:00,134,237
04/30/2011 21:00:00,150,237
04/30/2011 22:00:00,65,159
04/30/2011 23:00:00,58,119
04/30/2011 00:00:00,37,106
04/30/2011 01:00:00,34,91
05/01/2011 02:00:00,19,77
05/01/2011 03:00:00,9,50
05/01/2011 04:00:00,7,43
05/01/2011 05:00:00,8,15
05/01/2011 06:00:00,6,11
05/01/2011 07:00:00,0,10
05/01/2011 08:00:00,4,9
05/01/2011 09:00:00,7,26
05/01/2011 10:00:00,16,43
05/01/2011 11:00:00,45,96
05/01/2011 12:00:00,109,155
05/01/2011 13:00:00,109,141
05/01/2011 14:00:00,109,172
05/01/2011 15:00:00,123,209
05/01/2011 16:00:00,85,153
05/01/2011 17:00:00,113,153
05/01/2011 18:00:00,75,139
05/01/2011 19:00:00,60,136
05/01/2011 20:00:00,33,126
05/01/2011 21:00:00,47,131
05/01/2011 22:00:00,35,86
05/01/2011 23:00:00,23,82
05/01/2011 00:00:00,32,68
05/01/2011 01:00:00,64,82
05/02/2011 02:00:00,68,109
05/02/2011 03:00:00,41,73
05/02/2011 04:00:00,16,19
05/02/2011 05:00:00,9,7
05/02/2011 06:00:00,9,8
05/02/2011 07:00:00,4,16
05/02/2011 08:00:00,3,59
05/02/2011 09:00:00,16,193
05/02/2011 10:00:00,21,350
05/02/2011 11:00:00,41,131
05/02/2011 12:00:00,31,77
05/02/2011 13:00:00,34,96
05/02/2011 14:00:00,40,147
05/02/2011 15:00:00,51,119
05/02/2011 16:00:00,48,133
05/02/2011 17:00:00,45,110
05/02/2011 18:00:00,49,220
05/02/2011 19:00:00,65,472
05/02/2011 20:00:00,68,450
05/02/2011 21:00:00,46,268
05/02/2011 22:00:00,44,174
05/02/2011 23:00:00,54,178
05/02/2011 00:00:00,28,97
05/02/2011 01:00:00,16,48
05/03/2011 02:00:00,0,16
05/03/2011 03:00:00,0,14
05/03/2011 04:00:00,0,5
05/03/2011 05:00:00,0,2
05/03/2011 06:00:00,3,1
05/03/2011 07:00:00,0,14
05/03/2011 08:00:00,7,102
05/03/2011 09:00:00,17,248
05/03/2011 10:00:00,24,435
05/03/2011 11:00:00,29,157
05/03/2011 12:00:00,36,91
05/03/2011 13:00:00,20,120
05/03/2011 14:00:00,48,169
05/03/2011 15:00:00,50,144
05/03/2011 16:00:00,36,122
05/03/2011 17:00:00,37,117
05/03/2011 18:00:00,46,225
05/03/2011 19:00:00,53,464
05/03/2011 20:00:00,59,485
05/03/2011 21:00:00,42,323
05/03/2011 22:00:00,28,262
05/03/2011 23:00:00,42,183
05/03/2011 00:00:00,14,99
05/03/2011 01:00:00,12,50
05/04/2011 02:00:00,5,22
05/04/2011 03:00:00,1,6
05/04/2011 04:00:00,0,4
05/04/2011 05:00:00,0,1
05/04/2011 06:00:00,1,2
05/04/2011 07:00:00,1,8
05/04/2011 08:00:00,0,21
05/04/2011 09:00:00,6,46
05/04/2011 10:00:00,5,74
05/04/2011 11:00:00,5,35
05/04/2011 12:00:00,5,26
05/04/2011 13:00:00,3,69
05/04/2011 14:00:00,19,105
05/04/2011 15:00:00,15,128
05/04/2011 16:00:00,13,94
05/04/2011 17:00:00,22,107
05/04/2011 18:00:00,22,173
05/04/2011 19:00:00,22,388
05/04/2011 20:00:00,29,367
05/04/2011 21:00:00,30,266
05/04/2011 22:00:00,17,174
05/04/2011 23:00:00,17,133
05/04/2011 00:00:00,9,80
05/04/2011 01:00:00,8,49
05/05/2011 02:00:00,4,23
05/05/2011 03:00:00,4,6
05/05/2011 04:00:00,1,4
05/05/2011 05:00:00,0,4
05/05/2011 06:00:00,4,3
05/05/2011 07:00:00,1,29
05/05/2011 08:00:00,3,86
05/05/2011 09:00:00,16,255
05/05/2011 10:00:00,25,415
05/05/2011 11:00:00,20,164
05/05/2011 12:00:00,30,98
05/05/2011 13:00:00,43,105
05/05/2011 14:00:00,27,169
05/05/2011 15:00:00,50,142
05/05/2011 16:00:00,19,135
05/05/2011 17:00:00,27,120
05/05/2011 18:00:00,36,233
05/05/2011 19:00:00,66,467
05/05/2011 20:00:00,64,456
05/05/2011 21:00:00,56,305
05/05/2011 22:00:00,33,225
05/05/2011 23:00:00,39,141
05/05/2011 00:00:00,30,135
05/05/2011 01:00:00,16,99
05/06/2011 02:00:00,13,43
05/06/2011 03:00:00,8,24
05/06/2011 04:00:00,1,15
05/06/2011 05:00:00,3,6
05/06/2011 06:00:00,0,1
05/06/2011 07:00:00,0,16
05/06/2011 08:00:00,8,74
05/06/2011 09:00:00,20,202
05/06/2011 10:00:00,35,415
05/06/2011 11:00:00,27,161
05/06/2011 12:00:00,30,97
05/06/2011 13:00:00,42,123
05/06/2011 14:00:00,48,198
05/06/2011 15:00:00,71,182
05/06/2011 16:00:00,86,127
05/06/2011 17:00:00,89,171
05/06/2011 18:00:00,82,262
05/06/2011 19:00:00,83,470
05/06/2011 20:00:00,85,385
05/06/2011 21:00:00,39,253
05/06/2011 22:00:00,29,161
05/06/2011 23:00:00,22,130
05/06/2011 00:00:00,46,105
05/06/2011 01:00:00,27,93
05/07/2011 02:00:00,10,76
05/07/2011 03:00:00,8,50
05/07/2011 04:00:00,5,47
05/07/2011 05:00:00,9,9
05/07/2011 06:00:00,1,4
05/07/2011 07:00:00,4,3
05/07/2011 08:00:00,1,12
05/07/2011 09:00:00,8,32
05/07/2011 10:00:00,19,96
05/07/2011 11:00:00,54,164
05/07/2011 12:00:00,90,208
05/07/2011 13:00:00,132,215
05/07/2011 14:00:00,129,244
05/07/2011 15:00:00,196,240
05/07/2011 16:00:00,143,235
05/07/2011 17:00:00,148,230
05/07/2011 18:00:00,119,223
05/07/2011 19:00:00,138,216
05/07/2011 20:00:00,114,175
05/07/2011 21:00:00,88,179
05/07/2011 22:00:00,82,137
05/07/2011 23:00:00,58,124
05/07/2011 00:00:00,26,94
05/07/2011 01:00:00,30,89
05/08/2011 02:00:00,22,78
05/08/2011 03:00:00,8,56
05/08/2011 04:00:00,17,42
05/08/2011 05:00:00,10,21
05/08/2011 06:00:00,2,8
05/08/2011 07:00:00,0,5
05/08/2011 08:00:00,2,4
05/08/2011 09:00:00,8,15
05/08/2011 10:00:00,28,58
05/08/2011 11:00:00,48,112
05/08/2011 12:00:00,91,153
05/08/2011 13:00:00,142,198
05/08/2011 14:00:00,139,243
05/08/2011 15:00:00,166,224
05/08/2011 16:00:00,126,240
05/08/2011 17:00:00,128,230
05/08/2011 18:00:00,122,263
05/08/2011 19:00:00,106,245
05/08/2011 20:00:00,63,205
05/08/2011 21:00:00,61,178
05/08/2011 22:00:00,42,132
05/08/2011 23:00:00,32,95
05/08/2011 00:00:00,29,86
05/08/2011 01:00:00,9,41
05/09/2011 02:00:00,31,22
05/09/2011 03:00:00,25,8
05/09/2011 04:00:00,6,2
05/09/2011 05:00:00,0,7
05/09/2011 06:00:00,0,4
05/09/2011 07:00:00,0,23
05/09/2011 08:00:00,2,87
05/09/2011 09:00:00,16,221
05/09/2011 10:00:00,23,351
05/09/2011 11:00:00,36,142
05/09/2011 12:00:00,24,95
05/09/2011 13:00:00,26,99
05/09/2011 14:00:00,35,160
05/09/2011 15:00:00,36,138
05/09/2011 16:00:00,44,118
05/09/2011 17:00:00,51,148
05/09/2011 18:00:00,49,255
05/09/2011 19:00:00,59,539
05/09/2011 20:00:00,66,458
05/09/2011 21:00:00,45,339
05/09/2011 22:00:00,25,214
05/09/2011 23:00:00,28,128
05/09/2011 00:00:00,21,95
05/09/2011 01:00:00,16,45
05/10/2011 02:00:00,6,12
05/10/2011 03:00:00,3,12
05/10/2011 04:00:00,1,4
05/10/2011 05:00:00,1,3
05/10/2011 06:00:00,0,2
05/10/2011 07:00:00,1,28
05/10/2011 08:00:00,9,103
05/10/2011 09:00:00,13,301
05/10/2011 10:00:00,28,397
05/10/2011 11:00:00,29,176
05/10/2011 12:00:00,27,100
05/10/2011 13:00:00,17,108
05/10/2011 14:00:00,47,170
05/10/2011 15:00:00,50,152
05/10/2011 16:00:00,42,134
05/10/2011 17:00:00,28,152
05/10/2011 18:00:00,56,271
05/10/2011 19:00:00,79,532
05/10/2011 20:00:00,70,480
05/10/2011 21:00:00,69,365
05/10/2011 22:00:00,50,241
05/10/2011 23:00:00,30,173
05/10/2011 00:00:00,29,121
05/10/2011 01:00:00,9,72
05/11/2011 02:00:00,8,30
05/11/2011 03:00:00,4,16
05/11/2011 04:00:00,6,4
05/11/2011 05:00:00,0,3
05/11/2011 06:00:00,0,2
05/11/2011 07:00:00,0,20
05/11/2011 08:00:00,6,93
05/11/2011 09:00:00,25,293
05/11/2011 10:00:00,21,421
05/11/2011 11:00:00,21,182
05/11/2011 12:00:00,30,124
05/11/2011 13:00:00,18,123
05/11/2011 14:00:00,41,185
05/11/2011 15:00:00,36,157
05/11/2011 16:00:00,36,141
05/11/2011 17:00:00,48,131
05/11/2011 18:00:00,49,240
05/11/2011 19:00:00,17,242
05/11/2011 20:00:00,40,234
05/11/2011 21:00:00,60,341
05/11/2011 22:00:00,28,245
05/11/2011 23:00:00,32,202
05/11/2011 00:00:00,12,134
05/11/2011 01:00:00,12,69
05/12/2011 02:00:00,5,39
05/12/2011 03:00:00,1,16
05/12/2011 04:00:00,1,14
05/12/2011 05:00:00,0,5
05/12/2011 06:00:00,1,5
05/12/2011 07:00:00,2,27
05/12/2011 08:00:00,9,103
05/12/2011 09:00:00,14,283
05/12/2011 10:00:00,27,394
05/12/2011 11:00:00,21,191
05/12/2011 12:00:00,28,119
05/12/2011 13:00:00,43,136
05/12/2011 14:00:00,43,164
05/12/2011 15:00:00,48,170
05/12/2011 16:00:00,43,148
05/12/2011 17:00:00,54,163
05/12/2011 18:00:00,50,238
05/12/2011 19:00:00,54,540
05/12/2011 20:00:00,64,463
05/12/2011 21:00:00,59,305
05/12/2011 22:00:00,56,220
05/12/2011 23:00:00,31,192
05/12/2011 00:00:00,25,147
05/12/2011 01:00:00,16,87
05/13/2011 02:00:00,6,46
05/13/2011 03:00:00,5,15
05/13/2011 04:00:00,3,8
05/13/2011 05:00:00,2,2
05/13/2011 06:00:00,2,3
05/13/2011 07:00:00,1,24
05/13/2011 08:00:00,6,76
05/13/2011 09:00:00,16,141
05/13/2011 10:00:00,26,361
05/13/2011 11:00:00,18,215
05/13/2011 12:00:00,31,99
05/13/2011 13:00:00,56,90
05/13/2011 14:00:00,53,170
05/13/2011 15:00:00,69,157
05/13/2011 16:00:00,70,120
05/13/2011 17:00:00,56,142
05/13/2011 18:00:00,44,256
05/13/2011 19:00:00,62,429
05/13/2011 20:00:00,39,359
05/13/2011 21:00:00,25,245
05/13/2011 22:00:00,22,130
05/13/2011 23:00:00,24,130
05/13/2011 00:00:00,25,107
05/13/2011 01:00:00,31,88
05/14/2011 02:00:00,24,78
05/14/2011 03:00:00,18,64
05/14/2011 04:00:00,15,37
05/14/2011 05:00:00,5,30
05/14/2011 06:00:00,1,4
05/14/2011 07:00:00,7,7
05/14/2011 08:00:00,2,9
05/14/2011 09:00:00,4,28
05/14/2011 10:00:00,16,72
05/14/2011 11:00:00,14,86
05/14/2011 12:00:00,34,133
05/14/2011 13:00:00,72,207
05/14/2011 14:00:00,75,204
05/14/2011 15:00:00,68,180
05/14/2011 16:00:00,57,159
05/14/2011 17:00:00,73,221
05/14/2011 18:00:00,107,188
05/14/2011 19:00:00,78,194
05/14/2011 20:00:00,88,216
05/14/2011 21:00:00,69,179
05/14/2011 22:00:00,42,115
05/14/2011 23:00:00,15,44
05/14/2011 00:00:00,7,19
05/14/2011 01:00:00,11,33
05/15/2011 02:00:00,5,34
05/15/2011 03:00:00,4,43
05/15/2011 04:00:00,13,37
05/15/2011 05:00:00,11,21
05/15/2011 06:00:00,5,8
05/15/2011 07:00:00,3,11
05/15/2011 08:00:00,3,14
05/15/2011 09:00:00,4,38
05/15/2011 10:00:00,24,46
05/15/2011 11:00:00,36,98
05/15/2011 12:00:00,73,153
05/15/2011 13:00:00,120,202
05/15/2011 14:00:00,120,247
05/15/2011 15:00:00,195,261
05/15/2011 16:00:00,183,254
05/15/2011 17:00:00,206,253
05/15/2011 18:00:00,158,282
05/15/2011 19:00:00,137,255
05/15/2011 20:00:00,60,177
05/15/2011 21:00:00,78,153
05/15/2011 22:00:00,53,138
05/15/2011 23:00:00,44,107
05/15/2011 00:00:00,29,88
05/15/2011 01:00:00,18,51
05/16/2011 02:00:00,17,21
05/16/2011 03:00:00,6,8
05/16/2011 04:00:00,4,9
05/16/2011 05:00:00,1,3
05/16/2011 06:00:00,1,5
05/16/2011 07:00:00,1,20
05/16/2011 08:00:00,11,93
05/16/2011 09:00:00,27,245
05/16/2011 10:00:00,28,366
05/16/2011 11:00:00,38,156
05/16/2011 12:00:00,37,75
05/16/2011 13:00:00,56,129
05/16/2011 14:00:00,72,137
05/16/2011 15:00:00,61,153
05/16/2011 16:00:00,76,117
05/16/2011 17:00:00,55,110
05/16/2011 18:00:00,45,181
05/16/2011 19:00:00,47,227
05/16/2011 20:00:00,55,398
05/16/2011 21:00:00,36,272
05/16/2011 22:00:00,31,167
05/16/2011 23:00:00,28,149
05/16/2011 00:00:00,22,105
05/16/2011 01:00:00,18,39
05/17/2011 02:00:00,13,18
05/17/2011 03:00:00,7,6
05/17/2011 04:00:00,4,4
05/17/2011 05:00:00,1,3
05/17/2011 06:00:00,2,2
05/17/2011 07:00:00,0,22
05/17/2011 08:00:00,0,49
05/17/2011 09:00:00,13,138
05/17/2011 10:00:00,22,325
05/17/2011 11:00:00,17,190
05/17/2011 12:00:00,31,73
05/17/2011 13:00:00,26,104
05/17/2011 14:00:00,38,115
05/17/2011 15:00:00,31,141
05/17/2011 16:00:00,61,123
05/17/2011 17:00:00,79,131
05/17/2011 18:00:00,73,217
